Terminal,Date,CruiseLine,ShipName,EmbarkPAX,DebarkPAX,In-TransitPAX,TotalPAX,SPConnect,Usage(kWh),CallDuration,ConnectionDuration
MCT,11/7/2025,American Cruises,Bottlenose,2326,2210,5,4541,No ,0,1:01:10,0:00:00
BCT,11/23/2025,Atlantic Cruises,Audi,1870,1932,724,4526,Yes,32065,4:20:42,4:20:42
BCT,2/16/2025,Atlantic Cruises,Mercedes,5469,5348,7,10824,No ,0,22:44:56,0:00:00
MCT,8/2/2025,Atlantic Cruises,Audi,4576,4735,9,9320,No ,0,17:27:27,0:00:00
MCT,12/25/2025,Pacific Cruises,Jaguar,4920,4927,18,9865,No ,0,15:01:25,0:00:00
MCT,9/16/2025,Arctic Cruises,Red Feather,400,400,50,850,No ,0,20:15:33,0:00:00
BCT,6/10/2025,American Cruises,Orca,5428,5461,3,10892,No ,0,12:31:00,0:00:00
MCT,11/9/2025,American Cruises,Bottlenose,3969,3969,0,7938,No ,0,16:51:12,0:00:00
MCT,1/10/2025,Atlantic Cruises,Audi,3300,3300,0,6600,No ,0,22:01:02,0:00:00
BCT,11/18/2025,Atlantic Cruises,Mercedes,1925,1989,85,3999,No ,0,18:58:55,0:00:00
MCT,7/27/2025,Arctic Cruises,Red Feather,300,300,50,650,No ,0,2:15:14,0:00:00
MCT,12/15/2025,Arctic Cruises,Red Feather,4500,4500,20,9020,No ,0,4:54:46,0:00:00
MCT,2/7/2025,Pacific Cruises,Lion,2334,2326,629,5289,No ,0,4:30:15,0:00:00
MCT,4/8/2025,Arctic Cruises,Kestrel,3300,3300,0,6600,No ,0,21:17:49,0:00:00
BCT,8/23/2025,Pacific Cruises,Lion,3648,2564,159,6371,No  ,0,22:52:41,0:00:00
BCT,3/29/2025,Pacific Cruises,Tiger,4994,5424,4,10422,No ,0,20:31:39,0:00:00
MCT,4/18/2025,Pacific Cruises,Lion,3969,3969,0,7938,No ,0,7:18:25,0:00:00
MCT,6/20/2025,Arctic Cruises,Red Feather,3300,3300,0,6600,No ,0,6:47:37,0:00:00
MCT,12/15/2025,Arctic Cruises,Peregrine,4819,4861,24,9704,No ,0,19:58:20,0:00:00
BCT,11/7/2025,American Cruises,Spinner,2083,2033,34,4150,No ,0,0:16:53,0:00:00
BCT,2/27/2025,Pacific Cruises,Tiger,3501,3728,74,7303,Yes,55940,7:22:07,7:22:07
MCT,1/20/2025,American Cruises,Spinner,4500,4500,20,9020,No ,0,10:06:20,0:00:00
BCT,12/12/2025,Arctic Cruises,Red Feather,4820,4985,5,9810,No ,0,21:48:45,0:00:00
MCT,5/12/2025,Atlantic Cruises,Audi,3969,3969,0,7938,No ,0,1:36:01,0:00:00
MCT,9/25/2025,Arctic Cruises,Red Feather,3661,4000,23,7684,No ,0,20:00:37,0:00:00
MCT,3/5/2025,Atlantic Cruises,Mercedes,2484,1122,17,3623,No ,0,11:28:00,0:00:00
MCT,6/22/2025,Atlantic Cruises,Audi,4170,4815,28,9013,No ,0,22:50:11,0:00:00
BCT,6/18/2025,American Cruises,Spinner,2204,2281,197,4682,Yes,0,0:00:00,0:00:00
MCT,4/29/2025,American Cruises,Spinner,873,886,15,1774,No ,0,1:58:12,0:00:00
BCT,12/13/2025,Arctic Cruises,Peregrine,3555,3536,32,7123,No ,0,14:31:52,0:00:00
MCT,8/1/2025,American Cruises,Spinner,3495,3657,25,7177,No ,0,6:51:24,0:00:00
BCT,10/31/2025,Arctic Cruises,Peregrine,4411,4811,6,9228,No ,0,15:58:49,0:00:00
MCT,10/21/2025,American Cruises,Bottlenose,3835,3811,16,7662,No ,0,12:14:52,0:00:00
BCT,8/28/2025,Pacific Cruises,Jaguar,2116,2051,54,4221,No ,0,16:04:04,0:00:00
MCT,2/15/2025,Pacific Cruises,Lion,4101,4301,83,8485,No ,0,16:10:41,0:00:00
MCT,2/23/2025,American Cruises,Bottlenose,2517,2472,31,5020,No ,0,9:57:16,0:00:00
MCT,12/27/2025,American Cruises,Spinner,4047,4169,137,8353,No ,0,9:39:36,0:00:00
BCT,9/7/2025,American Cruises,Spinner,3507,3543,37,7087,No ,0,8:00:58,0:00:00
MCT,1/4/2025,Atlantic Cruises,BWM,3449,3487,32,6968,No ,0,11:40:54,0:00:00
MCT,2/9/2025,Pacific Cruises,Tiger,624,559,2,1185,No ,0,9:05:42,0:00:00
BCT,6/24/2025,Arctic Cruises,Peregrine,4392,4404,2,8798,No ,0,3:45:00,0:00:00
MCT,6/5/2025,Arctic Cruises,Red Feather,3863,3833,18,7714,No ,0,9:37:38,0:00:00
MCT,6/3/2025,American Cruises,Spinner,435,397,18,850,No ,0,11:34:38,0:00:00
MCT,3/15/2025,Atlantic Cruises,Audi,2490,2517,35,5042,No ,0,15:05:47,0:00:00
BCT,5/22/2025,Atlantic Cruises,BWM,2017,2125,40,4182,No ,0,1:54:55,0:00:00
MCT,12/22/2025,Pacific Cruises,Lion,4303,4053,31,8387,No ,0,13:48:05,0:00:00
MCT,10/3/2025,Atlantic Cruises,Audi,2,0,1784,1786,No ,0,21:05:55,0:00:00
BCT,1/18/2025,Pacific Cruises,Jaguar,678,681,12,1371,No ,0,9:50:57,0:00:00
MCT,4/1/2025,Atlantic Cruises,Audi,4584,4117,35,8736,No ,0,6:02:50,0:00:00
BCT,6/23/2025,Atlantic Cruises,Mercedes,3537,3506,30,7073,Yes,0,0:00:00,0:00:00
MCT,7/25/2025,Pacific Cruises,Lion,3665,3516,19,7200,No ,0,13:28:06,0:00:00
BCT,4/22/2025,Arctic Cruises,Red Feather,4622,4387,4,9013,Yes,0,0:00:00,0:00:00
MCT,9/21/2025,Atlantic Cruises,Audi,3856,3927,14,7797,No ,0,19:48:42,0:00:00
MCT,1/24/2025,Pacific Cruises,Lion,4520,4302,27,8849,No ,0,19:28:11,0:00:00
MCT,12/8/2025,American Cruises,Spinner,2480,2490,23,4993,No ,0,4:41:30,0:00:00
MCT,5/23/2025,American Cruises,Orca,360,349,1,710,No ,0,12:32:20,0:00:00
MCT,11/26/2025,Arctic Cruises,Kestrel,4430,4581,28,9039,No ,0,4:48:23,0:00:00
MCT,5/15/2025,Pacific Cruises,Jaguar,912,882,6,1800,No ,0,2:22:24,0:00:00
MCT,11/10/2025,Atlantic Cruises,Mercedes,0,0,624,624,No ,0,3:50:06,0:00:00
BCT,6/9/2025,Arctic Cruises,Peregrine,3554,3538,29,7121,Yes,0,0:00:00,0:00:00
MCT,12/14/2025,Atlantic Cruises,BWM,3475,3663,24,7162,No ,0,12:33:16,0:00:00
BCT,11/27/2025,Arctic Cruises,Red Feather,4274,4618,5,8897,No ,0,0:59:05,0:00:00
MCT,11/10/2025,Pacific Cruises,Lion,3657,3925,6,7588,No ,0,17:32:09,0:00:00
MCT,5/9/2025,Arctic Cruises,Kestrel,634,483,43,1160,No ,0,23:45:58,0:00:00
MCT,3/14/2025,Pacific Cruises,Jaguar,4203,4410,37,8650,No ,0,10:03:16,0:00:00
MCT,6/19/2025,American Cruises,Orca,1120,1051,36,2207,No ,0,1:55:21,0:00:00
MCT,1/5/2025,Arctic Cruises,Red Feather,4036,4195,36,8267,No ,0,3:07:14,0:00:00
BCT,12/31/2025,Pacific Cruises,Lion,1803,1771,717,4291,Yes,0,0:00:00,0:00:00
BCT,9/10/2025,American Cruises,Spinner,3595,3550,26,7171,Yes,0,0:00:00,0:00:00
MCT,9/3/2025,Pacific Cruises,Lion,45,3483,11,3539,No ,0,21:00:14,0:00:00
MCT,5/31/2025,Arctic Cruises,Kestrel,1100,1100,0,2200,No ,0,22:34:07,0:00:00
BCT,7/6/2025,Atlantic Cruises,Mercedes,4546,4263,5,8814,No ,0,8:02:20,0:00:00
MCT,9/10/2025,American Cruises,Spinner,3943,3852,6,7801,No ,0,0:33:17,0:00:00
MCT,3/20/2025,American Cruises,Bottlenose,656,646,13,1315,No ,0,12:48:28,0:00:00
MCT,6/19/2025,Arctic Cruises,Red Feather,3840,4001,69,7910,No ,0,5:42:26,0:00:00
MCT,9/9/2025,Pacific Cruises,Jaguar,649,577,563,1789,No ,0,6:32:18,0:00:00
MCT,9/16/2025,Pacific Cruises,Lion,10,10,1300,1320,No ,0,19:40:27,0:00:00
MCT,9/18/2025,Atlantic Cruises,BWM,0,0,200,200,No ,0,21:26:13,0:00:00
BCT,5/27/2025,American Cruises,Spinner,3431,3460,34,6924,No ,0,15:28:35,0:00:00
MCT,5/30/2025,American Cruises,Spinner,4500,4500,20,9020,No ,0,4:56:41,0:00:00
MCT,10/14/2025,Atlantic Cruises,Mercedes,283,259,53,595,No ,0,10:59:42,0:00:00
BCT,7/27/2025,American Cruises,Spinner,4100,4100,0,8200,No ,0,2:17:06,0:00:00
MCT,11/14/2025,American Cruises,Bottlenose,3969,3969,0,7938,No ,0,0:55:46,0:00:00
MCT,2/7/2025,Pacific Cruises,Lion,649,577,563,1789,No ,0,14:16:58,0:00:00
MCT,3/6/2025,Pacific Cruises,Lion,322,335,8,665,No ,0,19:47:44,0:00:00
MCT,7/29/2025,Atlantic Cruises,Audi,0,0,2000,2000,No ,0,1:14:14,0:00:00
BCT,7/3/2025,Atlantic Cruises,BWM,2000,2000,200,4200,No ,0,12:33:31,0:00:00
BCT,10/4/2025,Pacific Cruises,Jaguar,3431,3460,34,6924,No ,0,20:02:08,0:00:00
MCT,2/8/2025,American Cruises,Bottlenose,3960,3960,0,7920,No ,0,0:33:05,0:00:00
MCT,8/3/2025,Pacific Cruises,Jaguar,2,5,1199,1206,No ,0,3:52:34,0:00:00
MCT,7/22/2025,Atlantic Cruises,BWM,177,184,6,367,No ,0,11:40:22,0:00:00
BCT,3/13/2025,Arctic Cruises,Peregrine,4100,4100,0,8200,No ,0,19:33:32,0:00:00
MCT,7/6/2025,Atlantic Cruises,BWM,3969,3969,0,7938,No ,0,23:14:45,0:00:00
MCT,6/13/2025,Atlantic Cruises,BWM,0,0,500,500,No ,0,0:35:17,0:00:00
MCT,10/11/2025,American Cruises,Spinner,0,0,200,200,No ,0,13:03:32,0:00:00
BCT,9/22/2025,Atlantic Cruises,Mercedes,3431,3460,34,6924,No ,0,14:43:27,0:00:00
MCT,6/6/2025,Pacific Cruises,Tiger,0,0,694,694,No ,0,11:49:27,0:00:00
BCT,7/7/2025,Pacific Cruises,Lion,4100,4100,0,8200,No ,0,14:02:21,0:00:00
MCT,4/12/2025,American Cruises,Orca,3969,3969,0,7938,No ,0,8:37:00,0:00:00
MCT,11/22/2025,Pacific Cruises,Jaguar,2334,2326,629,5289,No ,0,4:44:23,0:00:00
MCT,5/21/2025,Pacific Cruises,Lion,150,150,0,300,No ,0,13:51:26,0:00:00
MCT,11/26/2025,Atlantic Cruises,Mercedes,3960,3960,0,7920,No ,0,18:17:56,0:00:00
BCT,8/8/2025,American Cruises,Spinner,2000,2000,200,4200,No ,0,13:36:19,0:00:00
MCT,3/8/2025,American Cruises,Spinner,3300,3300,0,6600,No ,0,20:40:57,0:00:00
BCT,9/26/2025,Arctic Cruises,Red Feather,3431,3460,34,6924,No ,0,16:06:08,0:00:00
BCT,12/23/2025,Atlantic Cruises,Audi,4100,4100,0,8200,No ,0,18:08:05,0:00:00
MCT,4/16/2025,Arctic Cruises,Red Feather,400,400,0,800,No ,0,2:28:21,0:00:00
MCT,2/10/2025,American Cruises,Orca,0,0,350,350,No ,0,21:28:35,0:00:00
MCT,5/5/2025,American Cruises,Bottlenose,2,5,1199,1206,No ,0,14:26:29,0:00:00
MCT,6/7/2025,Pacific Cruises,Jaguar,3960,3960,0,7920,No ,0,18:15:14,0:00:00
BCT,11/15/2025,Atlantic Cruises,Mercedes,4100,4100,0,8200,No ,0,4:33:33,0:00:00
BCT,6/8/2025,American Cruises,Orca,4100,4100,0,8200,No ,0,10:03:20,0:00:00
MCT,1/3/2025,Atlantic Cruises,BWM,66,343,857,1266,No ,0,20:09:50,0:00:00
MCT,7/15/2025,Pacific Cruises,Jaguar,4399,4468,27,8894,No ,0,17:06:32,0:00:00
BCT,1/17/2025,American Cruises,Orca,4100,4100,0,8200,No ,0,8:34:10,0:00:00
MCT,3/11/2025,Arctic Cruises,Red Feather,500,500,50,1050,No ,0,3:47:20,0:00:00
BCT,8/29/2025,Arctic Cruises,Red Feather,2000,2000,200,4200,No ,0,20:18:21,0:00:00
BCT,7/14/2025,Arctic Cruises,Peregrine,4100,4100,0,8200,No ,0,5:31:47,0:00:00
MCT,12/4/2025,Pacific Cruises,Tiger,4399,4468,27,8894,No ,0,23:00:19,0:00:00
BCT,11/1/2025,Pacific Cruises,Tiger,4100,4100,0,8200,No ,0,13:18:40,0:00:00
BCT,3/1/2025,Pacific Cruises,Lion,2000,2000,200,4200,No ,0,17:21:55,0:00:00
MCT,4/9/2025,Arctic Cruises,Red Feather,283,259,53,595,No ,0,15:31:31,0:00:00
MCT,2/22/2025,Arctic Cruises,Peregrine,4399,4468,27,8894,No ,0,6:09:48,0:00:00
BCT,8/9/2025,Atlantic Cruises,Mercedes,4100,4100,0,8200,No ,0,3:14:17,0:00:00
MCT,1/27/2025,Atlantic Cruises,BWM,283,259,53,595,No ,0,1:41:49,0:00:00
BCT,11/11/2025,American Cruises,Spinner,4100,4100,0,8200,No ,0,23:54:24,0:00:00
BCT,6/23/2025,Pacific Cruises,Tiger,2000,2000,200,4200,No ,0,17:47:48,0:00:00
MCT,3/19/2025,American Cruises,Bottlenose,4399,4468,27,8894,No ,0,17:47:43,0:00:00
BCT,2/9/2025,Arctic Cruises,Kestrel,4100,4100,0,8200,No ,0,16:52:09,0:00:00
