Terminal,Date,CruiseLine,EmbarkPAX,DebarkPAX,In-TransitPAX,TotalPAX,SPConnect,Usage(kWh),"ConnectionDuration 
",SPNote,Nox(MT),SO2(MT),PM2.5(MT),CO2(MT),CO2eq(MT),CarEq
MCT,9/8/2024,Oceanic Cruises,3888,4020,7,7915,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/9/2024,Arctic Cruises,673,690,24,1387,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/14/2024,Oceanic Cruises,4081,4034,78,8193,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/14/2024,Arctic Cruises,429,339,115,883,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/15/2024,Pacific Cruises,584,585,41,1210,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/15/2024,Arctic Cruises,3896,3885,2,7783,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/17/2024,Oceanic Cruises,3483,3412,208,7103,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/18/2024,Oceanic Cruises,324,329,3,656,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/18/2024,Oceanic Cruises,5,5,1926,1936,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/21/2024,Pacific Cruises,4201,4083,40,8324,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/22/2024,Atlantic Cruises,3914,3891,2,7807,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/23/2024,Arctic Cruises,871,837,12,1720,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/27/2024,Oceanic Cruises,4192,4204,46,8442,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/28/2024,Pacific Cruises,1757,1736,38,3531,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/29/2024,Arctic Cruises,3764,3907,4,7675,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/1/2024,Pacific Cruises,3,193,0,196,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/2/2024,Atlantic Cruises,24,22,3324,3370,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/2/2024,Pacific Cruises,4176,3509,39,7724,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/4/2024,Oceanic Cruises,0,4,853,857,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/4/2024,Arctic Cruises,4161,4192,79,8432,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/5/2024,Atlantic Cruises,5,197,0,202,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/6/2024,Oceanic Cruises,3966,3761,4,7731,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/6/2024,Pacific Cruises,426,415,11,852,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/7/2024,Atlantic Cruises,3921,4204,7,8132,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/8/2024,Pacific Cruises,360,330,3,693,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/11/2024,Atlantic Cruises,3898,3898,26,7822,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/11/2024,Arctic Cruises,146,187,0,333,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/13/2024,Oceanic Cruises,3991,3968,0,7959,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/14/2024,Arctic Cruises,3990,4156,159,8305,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/15/2024,Pacific Cruises,3,99,3354,3456,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/16/2024,Arctic Cruises,0,3906,8,3914,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/16/2024,Oceanic Cruises,0,38,1275,1313,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/16/2024,Pacific Cruises,17,94,1483,1594,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/17/2024,Atlantic Cruises,595,587,3,1185,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/18/2024,Oceanic Cruises,421,425,25,871,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/19/2024,Oceanic Cruises,2,6,349,357,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/20/2024,Atlantic Cruises,3931,3976,3,7910,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/21/2024,Atlantic Cruises,1783,7,3,1793,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/23/2024,Pacific Cruises,554,588,56,1198,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/25/2024,Oceanic Cruises,4162,3984,83,8229,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/25/2024,Pacific Cruises,3,22,2916,2941,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/27/2024,Arctic Cruises,7,9,422,438,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/27/2024,Pacific Cruises,3881,3901,48,7830,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/28/2024,Arctic Cruises,283,323,17,623,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/1/2024,Atlantic Cruises,9,27,249,285,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/2/2024,Oceanic Cruises,1,5,624,630,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/3/2024,Pacific Cruises,4276,3896,27,8199,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/4/2024,Oceanic Cruises,4086,4148,88,8322,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/5/2024,Atlantic Cruises,0,0,638,638,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/8/2024,Atlantic Cruises,540,585,40,1165,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/10/2024,Arctic Cruises,4149,4265,14,8428,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/15/2024,Oceanic Cruises,4299,4067,90,8456,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/17/2024,Oceanic Cruises,0,4161,21,4182,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/18/2024,Atlantic Cruises,1,1,240,242,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/19/2024,Arctic Cruises,531,558,81,1170,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/23/2024,Atlantic Cruises,3398,2891,21,6310,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/24/2024,Atlantic Cruises,4067,4302,76,8445,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/30/2024,Oceanic Cruises,3032,3388,24,6444,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/6/2024,Pacific Cruises,3900,4053,165,8118,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/11/2024,Oceanic Cruises,3242,3014,21,6277,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/21/2024,Atlantic Cruises,3534,3241,8,6783,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
